video,category,pose_sequence,subset
pose_data/train/pull Up/0e54b702-c62b-4015-bc73-5821d53ad4e1.npy,pull Up,0e54b702-c62b-4015-bc73-5821d53ad4e1.npy,train
pose_data/train/pull Up/5adbab5e-e485-491f-bf6d-50d6d8ac7cfe.npy,pull Up,5adbab5e-e485-491f-bf6d-50d6d8ac7cfe.npy,train
pose_data/train/pull Up/d05a8e7b-abd2-4936-a655-05d6be3e2f67.npy,pull Up,d05a8e7b-abd2-4936-a655-05d6be3e2f67.npy,train
pose_data/train/pull Up/c6b4503f-ca8a-40cd-9d81-85a5f846cc76.npy,pull Up,c6b4503f-ca8a-40cd-9d81-85a5f846cc76.npy,train
pose_data/train/pull Up/abd39f01-b130-4290-93b8-673ff405ff29.npy,pull Up,abd39f01-b130-4290-93b8-673ff405ff29.npy,train
pose_data/train/pull Up/30f96dea-a1cd-4a36-97aa-afc6288904d6.npy,pull Up,30f96dea-a1cd-4a36-97aa-afc6288904d6.npy,train
pose_data/train/pull Up/04a2fdf5-1bc5-4947-b3b8-a983f6778bc9.npy,pull Up,04a2fdf5-1bc5-4947-b3b8-a983f6778bc9.npy,train
pose_data/train/pull Up/da71f302-5aab-4848-a75b-6c17568341d3.npy,pull Up,da71f302-5aab-4848-a75b-6c17568341d3.npy,train
pose_data/train/pull Up/ca6c46a7-b599-4e11-92cb-58336c77fc81.npy,pull Up,ca6c46a7-b599-4e11-92cb-58336c77fc81.npy,train
pose_data/train/pull Up/3477f402-e7a5-4719-8d50-30ccff898239.npy,pull Up,3477f402-e7a5-4719-8d50-30ccff898239.npy,train
pose_data/train/pull Up/0689e8e0-7ce6-4c38-b38c-673997295c7a.npy,pull Up,0689e8e0-7ce6-4c38-b38c-673997295c7a.npy,train
pose_data/train/pull Up/7c13f533-cfab-4322-bb6f-e74a9ac81049.npy,pull Up,7c13f533-cfab-4322-bb6f-e74a9ac81049.npy,train
pose_data/train/pull Up/1d2780ca-408a-4103-a318-f12af39899ad.npy,pull Up,1d2780ca-408a-4103-a318-f12af39899ad.npy,train
pose_data/train/pull Up/c58e2bdd-e27d-4026-9f07-28ecbab650e3.npy,pull Up,c58e2bdd-e27d-4026-9f07-28ecbab650e3.npy,train
pose_data/train/pull Up/cf3d2735-784d-4293-a203-c4ec1cf28dc1.npy,pull Up,cf3d2735-784d-4293-a203-c4ec1cf28dc1.npy,train
pose_data/train/pull Up/7f4bdcd1-a26c-4217-b9a1-a657758bc329.npy,pull Up,7f4bdcd1-a26c-4217-b9a1-a657758bc329.npy,train
pose_data/train/pull Up/47a6cd80-bd24-402d-9847-60eeab6a47b6.npy,pull Up,47a6cd80-bd24-402d-9847-60eeab6a47b6.npy,train
pose_data/train/pull Up/21c618ba-6225-4aa6-9611-7cd532cbc87d.npy,pull Up,21c618ba-6225-4aa6-9611-7cd532cbc87d.npy,train
pose_data/train/pull Up/455718ef-fd84-430d-b979-e8ea04026096.npy,pull Up,455718ef-fd84-430d-b979-e8ea04026096.npy,train
pose_data/train/pull Up/2be38953-6a2b-4e62-8fde-44e6b4bc49cd.npy,pull Up,2be38953-6a2b-4e62-8fde-44e6b4bc49cd.npy,train
pose_data/train/pull Up/287f4a31-a40a-4d3e-8732-8f2c2f0dc4ee.npy,pull Up,287f4a31-a40a-4d3e-8732-8f2c2f0dc4ee.npy,train
pose_data/train/pull Up/24d8b0df-c6b2-489b-89eb-2bbf633c77d3.npy,pull Up,24d8b0df-c6b2-489b-89eb-2bbf633c77d3.npy,train
pose_data/train/pull Up/9880b77b-a7b5-48d5-8b68-3d03c68bd2fb.npy,pull Up,9880b77b-a7b5-48d5-8b68-3d03c68bd2fb.npy,train
pose_data/train/pull Up/b85d5ade-55e1-47e7-90b2-41c64b5477e5.npy,pull Up,b85d5ade-55e1-47e7-90b2-41c64b5477e5.npy,train
pose_data/train/pull Up/bba620bb-7ebf-4075-a025-47d9d5246615.npy,pull Up,bba620bb-7ebf-4075-a025-47d9d5246615.npy,train
pose_data/train/pull Up/a81b86e7-0c1c-49b7-98dd-8106b57fdeb6.npy,pull Up,a81b86e7-0c1c-49b7-98dd-8106b57fdeb6.npy,train
pose_data/train/pull Up/829e790f-d36c-4f7c-9edf-5e4457f1fead.npy,pull Up,829e790f-d36c-4f7c-9edf-5e4457f1fead.npy,train
pose_data/train/pull Up/a01fbc49-cbf4-4af1-ba42-2020d02bd890.npy,pull Up,a01fbc49-cbf4-4af1-ba42-2020d02bd890.npy,train
pose_data/train/pull Up/ea8a172e-f259-4525-8c6a-b3d811734194.npy,pull Up,ea8a172e-f259-4525-8c6a-b3d811734194.npy,train
pose_data/train/pull Up/a4b15a43-ca67-4da0-ad69-82a2df342aeb.npy,pull Up,a4b15a43-ca67-4da0-ad69-82a2df342aeb.npy,train
pose_data/train/pull Up/dde979e6-602e-41d5-a4d8-f17455def825.npy,pull Up,dde979e6-602e-41d5-a4d8-f17455def825.npy,train
pose_data/train/pull Up/7ca2ddfb-bd69-42a6-ac83-18e11aaf8242.npy,pull Up,7ca2ddfb-bd69-42a6-ac83-18e11aaf8242.npy,train
pose_data/train/pull Up/9a932421-c3fc-4c61-906f-8d6eec4f68e8.npy,pull Up,9a932421-c3fc-4c61-906f-8d6eec4f68e8.npy,train
pose_data/train/pull Up/1824d061-48f8-4c65-8d95-67a871c14ab6.npy,pull Up,1824d061-48f8-4c65-8d95-67a871c14ab6.npy,train
pose_data/train/pull Up/f408b328-7606-4cd4-abda-fcb4692abf93.npy,pull Up,f408b328-7606-4cd4-abda-fcb4692abf93.npy,train
pose_data/train/pull Up/2ca73f8a-d5d6-44b2-94bc-471000d2ae16.npy,pull Up,2ca73f8a-d5d6-44b2-94bc-471000d2ae16.npy,train
pose_data/train/pull Up/dcead1aa-1d9b-47c0-ac20-c776dec48197.npy,pull Up,dcead1aa-1d9b-47c0-ac20-c776dec48197.npy,train
pose_data/train/pull Up/d1717001-40df-4bd2-9979-5cefc86e673c.npy,pull Up,d1717001-40df-4bd2-9979-5cefc86e673c.npy,train
pose_data/train/pull Up/16f29b6d-ed0c-46e5-80e0-8a83fc97d4de.npy,pull Up,16f29b6d-ed0c-46e5-80e0-8a83fc97d4de.npy,train
pose_data/train/pull Up/9e25f5ea-7fd6-4eaa-a208-5317efb5ab59.npy,pull Up,9e25f5ea-7fd6-4eaa-a208-5317efb5ab59.npy,train
pose_data/train/pull Up/22d3f939-959a-42e9-bc1b-348d8075bf5d.npy,pull Up,22d3f939-959a-42e9-bc1b-348d8075bf5d.npy,train
pose_data/train/pull Up/94932366-ea0f-4aef-b0bd-204d68adce38.npy,pull Up,94932366-ea0f-4aef-b0bd-204d68adce38.npy,train
pose_data/train/plank/c329d9b5-6b71-489d-8344-14522b606526.npy,plank,c329d9b5-6b71-489d-8344-14522b606526.npy,train
pose_data/train/plank/50666ead-c396-4cf2-8549-25eede97f5de.npy,plank,50666ead-c396-4cf2-8549-25eede97f5de.npy,train
pose_data/train/plank/35ac5c56-811f-48ce-bd24-5d1dc16347a5.npy,plank,35ac5c56-811f-48ce-bd24-5d1dc16347a5.npy,train
pose_data/train/plank/e32d14e8-d992-4955-bc55-5bb8eb2f9f10.npy,plank,e32d14e8-d992-4955-bc55-5bb8eb2f9f10.npy,train
pose_data/train/plank/63e04fa4-a36e-4058-9755-c1dc51d880de.npy,plank,63e04fa4-a36e-4058-9755-c1dc51d880de.npy,train
pose_data/train/plank/2eb55726-1a0e-4a4e-a139-f1c2f1a2363f.npy,plank,2eb55726-1a0e-4a4e-a139-f1c2f1a2363f.npy,train
pose_data/train/plank/b09bd811-b448-43b4-87cc-9bbf060629e2.npy,plank,b09bd811-b448-43b4-87cc-9bbf060629e2.npy,train
pose_data/train/plank/efc9ee65-6d5d-4c82-9791-e8d9f1dae58e.npy,plank,efc9ee65-6d5d-4c82-9791-e8d9f1dae58e.npy,train
pose_data/train/plank/8debbb43-37fa-4aed-94eb-59e55ac0142b.npy,plank,8debbb43-37fa-4aed-94eb-59e55ac0142b.npy,train
pose_data/train/plank/92837051-c163-4e61-86c7-eefd640f72c3.npy,plank,92837051-c163-4e61-86c7-eefd640f72c3.npy,train
pose_data/train/plank/2bb6fedf-116a-4923-8d93-733e792d72cd.npy,plank,2bb6fedf-116a-4923-8d93-733e792d72cd.npy,train
pose_data/train/plank/d487ae2f-c32a-4dba-97ca-ea3a4e35f2fe.npy,plank,d487ae2f-c32a-4dba-97ca-ea3a4e35f2fe.npy,train
pose_data/train/plank/1d095f89-92d4-4f9b-9bea-8a5950e1f4b0.npy,plank,1d095f89-92d4-4f9b-9bea-8a5950e1f4b0.npy,train
pose_data/train/plank/0b32614c-5a4c-4ba8-9830-4ad869c304e6.npy,plank,0b32614c-5a4c-4ba8-9830-4ad869c304e6.npy,train
pose_data/train/plank/85eb9961-a81a-4e85-92de-dfa5beac2a64.npy,plank,85eb9961-a81a-4e85-92de-dfa5beac2a64.npy,train
pose_data/train/plank/02679c82-8cd6-4c76-8a57-a59f68c00e4d.npy,plank,02679c82-8cd6-4c76-8a57-a59f68c00e4d.npy,train
pose_data/train/plank/8ce076f2-08b0-4600-b5a4-ba128cc2e8c5.npy,plank,8ce076f2-08b0-4600-b5a4-ba128cc2e8c5.npy,train
pose_data/train/plank/abaf78ed-8428-4915-9f06-030e8bbe0e1e.npy,plank,abaf78ed-8428-4915-9f06-030e8bbe0e1e.npy,train
pose_data/train/plank/6ebcb9b4-829c-4682-b16a-f6193962f659.npy,plank,6ebcb9b4-829c-4682-b16a-f6193962f659.npy,train
pose_data/train/plank/12d172fe-47b7-43e0-91ee-ec351795c7d5.npy,plank,12d172fe-47b7-43e0-91ee-ec351795c7d5.npy,train
pose_data/train/plank/ee864a4e-815e-428e-ac31-ec620103105c.npy,plank,ee864a4e-815e-428e-ac31-ec620103105c.npy,train
pose_data/train/plank/787825ad-3c59-4011-81c2-efa551ceec67.npy,plank,787825ad-3c59-4011-81c2-efa551ceec67.npy,train
pose_data/train/plank/ed42a08d-0700-47f4-b2a3-0b7781e4c3ae.npy,plank,ed42a08d-0700-47f4-b2a3-0b7781e4c3ae.npy,train
pose_data/train/plank/a414036e-ae42-4e53-b075-76963ea5b70d.npy,plank,a414036e-ae42-4e53-b075-76963ea5b70d.npy,train
pose_data/train/plank/efaeec87-cfa1-4fc5-90ed-4d0d13b9713c.npy,plank,efaeec87-cfa1-4fc5-90ed-4d0d13b9713c.npy,train
pose_data/train/plank/18f5aa4c-52db-4b97-8cce-ce4c514ba79b.npy,plank,18f5aa4c-52db-4b97-8cce-ce4c514ba79b.npy,train
pose_data/train/plank/78d75098-f336-4a7d-8893-b4f5a398a676.npy,plank,78d75098-f336-4a7d-8893-b4f5a398a676.npy,train
pose_data/train/plank/311945cf-d015-420b-a96d-d93cb8e5ff84.npy,plank,311945cf-d015-420b-a96d-d93cb8e5ff84.npy,train
pose_data/train/plank/b03b6c8c-acec-47bd-8d8b-25e97f67e8c7.npy,plank,b03b6c8c-acec-47bd-8d8b-25e97f67e8c7.npy,train
pose_data/train/plank/de35ecd8-b95a-4a05-8867-2a13642c5837.npy,plank,de35ecd8-b95a-4a05-8867-2a13642c5837.npy,train
pose_data/train/plank/38c95b65-86e0-4947-b9ad-806e311d7887.npy,plank,38c95b65-86e0-4947-b9ad-806e311d7887.npy,train
pose_data/train/plank/c070e340-665f-4c16-90c0-c4f8da3b6fba.npy,plank,c070e340-665f-4c16-90c0-c4f8da3b6fba.npy,train
pose_data/train/plank/ce84c97e-3ca5-427a-9759-f8d212a81794.npy,plank,ce84c97e-3ca5-427a-9759-f8d212a81794.npy,train
pose_data/train/plank/fdc4a1b1-a8ae-48f8-81a6-a5f27bb58a82.npy,plank,fdc4a1b1-a8ae-48f8-81a6-a5f27bb58a82.npy,train
pose_data/train/plank/7ed7cff5-e192-4ff2-a4cb-6d1b0a35b496.npy,plank,7ed7cff5-e192-4ff2-a4cb-6d1b0a35b496.npy,train
pose_data/train/plank/c8763eea-73c5-4696-8ee3-f00371c1a9b3.npy,plank,c8763eea-73c5-4696-8ee3-f00371c1a9b3.npy,train
pose_data/train/plank/73c0e2c9-d878-4a12-a4a4-249392b13b06.npy,plank,73c0e2c9-d878-4a12-a4a4-249392b13b06.npy,train
pose_data/train/plank/3330807b-270d-491a-aaf1-8885b7be0d34.npy,plank,3330807b-270d-491a-aaf1-8885b7be0d34.npy,train
pose_data/train/plank/bfcdee9b-230d-4864-ae8e-7693630fabbd.npy,plank,bfcdee9b-230d-4864-ae8e-7693630fabbd.npy,train
pose_data/train/plank/db25a6c9-e3eb-4a5c-a743-6a2c9d4434d9.npy,plank,db25a6c9-e3eb-4a5c-a743-6a2c9d4434d9.npy,train
pose_data/train/plank/3adb9a6b-d5dc-42bb-9fa1-a49eb7277d1f.npy,plank,3adb9a6b-d5dc-42bb-9fa1-a49eb7277d1f.npy,train
pose_data/train/plank/8f779de0-e22e-48a4-89a9-87897f9d105b.npy,plank,8f779de0-e22e-48a4-89a9-87897f9d105b.npy,train
pose_data/train/plank/1e0a9d21-dc9c-49bb-9439-98bc65647a7c.npy,plank,1e0a9d21-dc9c-49bb-9439-98bc65647a7c.npy,train
pose_data/train/plank/b1c75c95-94c8-4400-8ee8-f9832270655a.npy,plank,b1c75c95-94c8-4400-8ee8-f9832270655a.npy,train
pose_data/train/plank/f5ae8222-e9ac-48f4-b71e-9f79ad92cea7.npy,plank,f5ae8222-e9ac-48f4-b71e-9f79ad92cea7.npy,train
pose_data/train/plank/da37dae5-27bc-48d1-a49a-31725259b2d5.npy,plank,da37dae5-27bc-48d1-a49a-31725259b2d5.npy,train
pose_data/train/plank/9de2d2fe-7b43-4a67-9a77-32273070528e.npy,plank,9de2d2fe-7b43-4a67-9a77-32273070528e.npy,train
pose_data/train/plank/b867253c-802f-4b6f-a5b7-f180127aa4f9.npy,plank,b867253c-802f-4b6f-a5b7-f180127aa4f9.npy,train
pose_data/train/plank/4879b282-db8f-4b17-b36d-85c15ca0a0c4.npy,plank,4879b282-db8f-4b17-b36d-85c15ca0a0c4.npy,train
pose_data/train/plank/3093a390-cd73-4195-87d4-82f934b4576f.npy,plank,3093a390-cd73-4195-87d4-82f934b4576f.npy,train
pose_data/train/plank/ebe2ae81-1d5c-4e8f-ae97-cd8681636fcc.npy,plank,ebe2ae81-1d5c-4e8f-ae97-cd8681636fcc.npy,train
pose_data/train/plank/faa02b54-5dc1-4431-bdad-212848753c20.npy,plank,faa02b54-5dc1-4431-bdad-212848753c20.npy,train
pose_data/train/plank/f7b776c2-c6cc-4d3e-ac55-244bd57521e2.npy,plank,f7b776c2-c6cc-4d3e-ac55-244bd57521e2.npy,train
pose_data/train/plank/e50fcc0d-7fcb-4aaa-b289-4aff39319a42.npy,plank,e50fcc0d-7fcb-4aaa-b289-4aff39319a42.npy,train
pose_data/train/plank/acebf141-42a0-49d0-95b5-0b0fff8d51e9.npy,plank,acebf141-42a0-49d0-95b5-0b0fff8d51e9.npy,train
pose_data/train/plank/ceb8825d-2f32-48d1-80e3-401bb2bfdef2.npy,plank,ceb8825d-2f32-48d1-80e3-401bb2bfdef2.npy,train
pose_data/train/plank/a2116d32-3f37-407b-9642-120be5cbb769.npy,plank,a2116d32-3f37-407b-9642-120be5cbb769.npy,train
pose_data/train/plank/221e53e2-4194-49a3-b32b-a9a102638097.npy,plank,221e53e2-4194-49a3-b32b-a9a102638097.npy,train
pose_data/train/plank/34aa54de-60a0-4d6a-9f90-37b63525dd30.npy,plank,34aa54de-60a0-4d6a-9f90-37b63525dd30.npy,train
pose_data/train/plank/9e23f711-4dd3-4af8-8f45-204a02661c2c.npy,plank,9e23f711-4dd3-4af8-8f45-204a02661c2c.npy,train
pose_data/train/plank/572a5222-54e9-4a83-a16a-acb76d3ed290.npy,plank,572a5222-54e9-4a83-a16a-acb76d3ed290.npy,train
pose_data/train/plank/670f7752-c019-4d2b-af89-604fa3caffb0.npy,plank,670f7752-c019-4d2b-af89-604fa3caffb0.npy,train
pose_data/train/plank/12d9e210-794b-4b93-bff1-17bd775b8c83.npy,plank,12d9e210-794b-4b93-bff1-17bd775b8c83.npy,train
pose_data/train/plank/75c84f46-9746-4c4d-95d1-abc2f13228c3.npy,plank,75c84f46-9746-4c4d-95d1-abc2f13228c3.npy,train
pose_data/train/plank/6220fa63-c2f5-4bda-bdb0-96daca9c9f08.npy,plank,6220fa63-c2f5-4bda-bdb0-96daca9c9f08.npy,train
pose_data/train/plank/1720ee55-8759-4326-bfe1-669e8c749b83.npy,plank,1720ee55-8759-4326-bfe1-669e8c749b83.npy,train
pose_data/train/plank/dacb3291-3359-46e7-9b83-e81b295b578e.npy,plank,dacb3291-3359-46e7-9b83-e81b295b578e.npy,train
pose_data/train/plank/bdce72e9-b778-4b4f-bc1c-f03e247f2ed5.npy,plank,bdce72e9-b778-4b4f-bc1c-f03e247f2ed5.npy,train
pose_data/train/plank/62e56499-1f6b-4c94-83f9-d0e643afaa3a.npy,plank,62e56499-1f6b-4c94-83f9-d0e643afaa3a.npy,train
pose_data/train/plank/dd4c19a3-a038-4f35-9013-f79b6ba8527d.npy,plank,dd4c19a3-a038-4f35-9013-f79b6ba8527d.npy,train
pose_data/train/plank/c886992a-41b5-4a5d-b3f3-6ef57954d4ea.npy,plank,c886992a-41b5-4a5d-b3f3-6ef57954d4ea.npy,train
pose_data/train/plank/7da3e1ce-8491-43a2-9e6f-1af87f5b34aa.npy,plank,7da3e1ce-8491-43a2-9e6f-1af87f5b34aa.npy,train
pose_data/train/plank/3b71ac45-af76-4cda-b046-c44b2fd0277c.npy,plank,3b71ac45-af76-4cda-b046-c44b2fd0277c.npy,train
pose_data/train/plank/4c1a1573-3ba1-4898-a510-bfc93e5c2f49.npy,plank,4c1a1573-3ba1-4898-a510-bfc93e5c2f49.npy,train
pose_data/train/plank/f19baf52-3c9d-4603-a561-40514923e61b.npy,plank,f19baf52-3c9d-4603-a561-40514923e61b.npy,train
pose_data/train/plank/579f12b0-89cf-4bf3-9631-9a0900a9fda2.npy,plank,579f12b0-89cf-4bf3-9631-9a0900a9fda2.npy,train
pose_data/train/plank/d7c76447-5258-43cc-9ba8-76c75e9016e5.npy,plank,d7c76447-5258-43cc-9ba8-76c75e9016e5.npy,train
pose_data/train/plank/773ea35f-8592-4df1-a5d3-cc7ab31c3511.npy,plank,773ea35f-8592-4df1-a5d3-cc7ab31c3511.npy,train
pose_data/train/plank/45b44ce9-0fe0-4e5c-966b-4ef7a072d2ab.npy,plank,45b44ce9-0fe0-4e5c-966b-4ef7a072d2ab.npy,train
pose_data/train/plank/08f58616-22f3-49f8-9926-9a8a092448db.npy,plank,08f58616-22f3-49f8-9926-9a8a092448db.npy,train
pose_data/train/plank/92279d90-bec6-4203-a3f5-a524572c5e83.npy,plank,92279d90-bec6-4203-a3f5-a524572c5e83.npy,train
pose_data/train/plank/630c6879-e775-41b6-a471-7ba27d79276c.npy,plank,630c6879-e775-41b6-a471-7ba27d79276c.npy,train
pose_data/train/plank/cccf7c3a-a219-4913-a487-cc712b4abaf9.npy,plank,cccf7c3a-a219-4913-a487-cc712b4abaf9.npy,train
pose_data/train/plank/f103448c-21ef-4fbc-9605-9d8d084f5e89.npy,plank,f103448c-21ef-4fbc-9605-9d8d084f5e89.npy,train
pose_data/train/plank/5988cb74-ed56-4448-b60f-d541b5b0485b.npy,plank,5988cb74-ed56-4448-b60f-d541b5b0485b.npy,train
pose_data/train/plank/eafa2ca3-6d43-4f00-98d3-08368bebc2b4.npy,plank,eafa2ca3-6d43-4f00-98d3-08368bebc2b4.npy,train
pose_data/train/plank/c1ce5e35-1b9e-4369-96a8-ced54ee296ee.npy,plank,c1ce5e35-1b9e-4369-96a8-ced54ee296ee.npy,train
pose_data/train/plank/0315a476-d1f2-4420-a983-ab49f8d7fc53.npy,plank,0315a476-d1f2-4420-a983-ab49f8d7fc53.npy,train
pose_data/train/plank/bd644802-9742-4598-99a5-3984cec4c788.npy,plank,bd644802-9742-4598-99a5-3984cec4c788.npy,train
pose_data/train/plank/8c411502-3f01-493b-8469-075e316c83bf.npy,plank,8c411502-3f01-493b-8469-075e316c83bf.npy,train
pose_data/train/plank/822e702b-e7fe-423c-b209-9195b6457107.npy,plank,822e702b-e7fe-423c-b209-9195b6457107.npy,train
pose_data/train/plank/f726e819-7c27-404a-b724-de499113b429.npy,plank,f726e819-7c27-404a-b724-de499113b429.npy,train
pose_data/train/plank/bca3ac52-5b34-424b-9ff6-03d8588068d8.npy,plank,bca3ac52-5b34-424b-9ff6-03d8588068d8.npy,train
pose_data/train/plank/20b6160d-db69-4c33-b0ac-ade52f6d3327.npy,plank,20b6160d-db69-4c33-b0ac-ade52f6d3327.npy,train
pose_data/train/plank/016f7e3a-b250-49a8-b7bd-bf5e65f5e3eb.npy,plank,016f7e3a-b250-49a8-b7bd-bf5e65f5e3eb.npy,train
pose_data/train/plank/40a53726-4ad1-47fe-a3be-e00303b69895.npy,plank,40a53726-4ad1-47fe-a3be-e00303b69895.npy,train
pose_data/train/plank/c6511fd9-1fb3-4d8b-84fa-0ca8f9ba36c5.npy,plank,c6511fd9-1fb3-4d8b-84fa-0ca8f9ba36c5.npy,train
pose_data/train/plank/6746482a-ec8a-4b98-af94-08e10045650c.npy,plank,6746482a-ec8a-4b98-af94-08e10045650c.npy,train
pose_data/train/plank/b56f44bd-fc3b-4529-b33f-b5d4b0f4f94c.npy,plank,b56f44bd-fc3b-4529-b33f-b5d4b0f4f94c.npy,train
pose_data/train/plank/d0fc794f-550d-413b-8024-f317e0e7acff.npy,plank,d0fc794f-550d-413b-8024-f317e0e7acff.npy,train
pose_data/train/plank/2ad1e2fa-8cab-413b-a5b6-2be7de0cbad8.npy,plank,2ad1e2fa-8cab-413b-a5b6-2be7de0cbad8.npy,train
pose_data/train/plank/9feb4c81-3964-4010-a8c9-9a61136e6b45.npy,plank,9feb4c81-3964-4010-a8c9-9a61136e6b45.npy,train
pose_data/train/plank/2613597b-9c8a-4980-8009-e85869e0029e.npy,plank,2613597b-9c8a-4980-8009-e85869e0029e.npy,train
pose_data/train/plank/5120ff85-75b7-4d13-874c-fa38b5688297.npy,plank,5120ff85-75b7-4d13-874c-fa38b5688297.npy,train
pose_data/train/plank/a21df8fe-3428-4438-8288-697bc3944000.npy,plank,a21df8fe-3428-4438-8288-697bc3944000.npy,train
pose_data/train/plank/e2e3b983-9cbf-4bcf-852a-9b60c53c932d.npy,plank,e2e3b983-9cbf-4bcf-852a-9b60c53c932d.npy,train
pose_data/train/plank/0345f509-f7de-41a8-b11b-b8e79ba0301b.npy,plank,0345f509-f7de-41a8-b11b-b8e79ba0301b.npy,train
pose_data/train/plank/864fec7b-581b-4fef-9234-09558a03e36c.npy,plank,864fec7b-581b-4fef-9234-09558a03e36c.npy,train
pose_data/train/plank/92ee72cf-b63f-4bfa-b511-ad0a819f7613.npy,plank,92ee72cf-b63f-4bfa-b511-ad0a819f7613.npy,train
pose_data/train/plank/e7239dba-c806-4bbf-88cc-4612c33e75fe.npy,plank,e7239dba-c806-4bbf-88cc-4612c33e75fe.npy,train
pose_data/train/plank/17e2cccd-502d-46b7-91ff-e45619a6a31b.npy,plank,17e2cccd-502d-46b7-91ff-e45619a6a31b.npy,train
pose_data/train/plank/ae9cacae-6357-46be-bc13-937d3196d887.npy,plank,ae9cacae-6357-46be-bc13-937d3196d887.npy,train
pose_data/train/plank/4f35c4c1-9da4-4879-b0ed-a74418a0c66a.npy,plank,4f35c4c1-9da4-4879-b0ed-a74418a0c66a.npy,train
pose_data/train/plank/620812a9-72d3-4cc5-bc6f-5cc765659b04.npy,plank,620812a9-72d3-4cc5-bc6f-5cc765659b04.npy,train
pose_data/train/plank/ff405b21-8f5b-419a-b7de-c91485129cb4.npy,plank,ff405b21-8f5b-419a-b7de-c91485129cb4.npy,train
pose_data/train/plank/4334ec22-0889-4715-8789-e49ac0db04ad.npy,plank,4334ec22-0889-4715-8789-e49ac0db04ad.npy,train
pose_data/train/plank/6ca884ec-632d-440c-bd7d-4eab6867f499.npy,plank,6ca884ec-632d-440c-bd7d-4eab6867f499.npy,train
pose_data/train/plank/ad91588c-1ca2-4544-9577-d276d4ae1fd8.npy,plank,ad91588c-1ca2-4544-9577-d276d4ae1fd8.npy,train
pose_data/train/plank/bc1e1d68-bac3-4a11-938f-b8148d7b8df6.npy,plank,bc1e1d68-bac3-4a11-938f-b8148d7b8df6.npy,train
pose_data/train/plank/f9592ee3-3355-4510-929e-eeb46a0b212c.npy,plank,f9592ee3-3355-4510-929e-eeb46a0b212c.npy,train
pose_data/train/leg raises/34d4c837-2dff-4f96-b05b-25d78c08ad2d.npy,leg raises,34d4c837-2dff-4f96-b05b-25d78c08ad2d.npy,train
pose_data/train/leg raises/8b8d0a52-bcf4-423b-9d21-6021ad5427fa.npy,leg raises,8b8d0a52-bcf4-423b-9d21-6021ad5427fa.npy,train
pose_data/train/leg raises/57e62273-530f-411c-b312-3b77ce197553.npy,leg raises,57e62273-530f-411c-b312-3b77ce197553.npy,train
pose_data/train/leg raises/da5309bf-ba3c-4f17-92eb-6679c2926477.npy,leg raises,da5309bf-ba3c-4f17-92eb-6679c2926477.npy,train
pose_data/train/leg raises/0a81c72b-cd1d-4b69-8eec-f285eaa6b76d.npy,leg raises,0a81c72b-cd1d-4b69-8eec-f285eaa6b76d.npy,train
pose_data/train/leg raises/74d7a6ea-6c7d-4b03-9637-ecfbb2845bb5.npy,leg raises,74d7a6ea-6c7d-4b03-9637-ecfbb2845bb5.npy,train
pose_data/train/leg raises/a6aeb89a-a01a-433f-bb60-e8abc20b54ac.npy,leg raises,a6aeb89a-a01a-433f-bb60-e8abc20b54ac.npy,train
pose_data/train/leg raises/8b4577e1-e8f9-4fed-b34b-161a48b929c9.npy,leg raises,8b4577e1-e8f9-4fed-b34b-161a48b929c9.npy,train
pose_data/train/leg raises/57e48c21-e65b-45fc-970b-9de11f6de0bc.npy,leg raises,57e48c21-e65b-45fc-970b-9de11f6de0bc.npy,train
pose_data/train/leg raises/8293fef0-1106-4e6c-83e9-3140abd8bc72.npy,leg raises,8293fef0-1106-4e6c-83e9-3140abd8bc72.npy,train
pose_data/train/leg raises/97397921-b05c-4a08-8e06-50892b1d4c32.npy,leg raises,97397921-b05c-4a08-8e06-50892b1d4c32.npy,train
pose_data/train/leg raises/88d4241c-c7a1-4f7d-afad-b0d76bc58836.npy,leg raises,88d4241c-c7a1-4f7d-afad-b0d76bc58836.npy,train
pose_data/train/leg raises/8689c914-1880-49ec-939d-14757c358ab2.npy,leg raises,8689c914-1880-49ec-939d-14757c358ab2.npy,train
pose_data/train/leg raises/8de5baf9-6337-4ab9-b9f8-d83a4d11a00b.npy,leg raises,8de5baf9-6337-4ab9-b9f8-d83a4d11a00b.npy,train
pose_data/train/leg raises/eb4f06a0-c882-4bd8-98df-4b5211dc23bc.npy,leg raises,eb4f06a0-c882-4bd8-98df-4b5211dc23bc.npy,train
pose_data/train/leg raises/4242136c-7543-4000-be85-95478f452b0e.npy,leg raises,4242136c-7543-4000-be85-95478f452b0e.npy,train
pose_data/train/leg raises/ee1d28b9-5f98-4320-bdb7-8a556f4e034f.npy,leg raises,ee1d28b9-5f98-4320-bdb7-8a556f4e034f.npy,train
pose_data/train/leg raises/34cbc588-9f45-4dde-a459-c02f3714afbf.npy,leg raises,34cbc588-9f45-4dde-a459-c02f3714afbf.npy,train
pose_data/train/leg raises/b7d5d744-d644-4b59-b617-c16559ba93b6.npy,leg raises,b7d5d744-d644-4b59-b617-c16559ba93b6.npy,train
pose_data/train/leg raises/e3023aca-85df-4ab2-9323-72e6d6720928.npy,leg raises,e3023aca-85df-4ab2-9323-72e6d6720928.npy,train
